,00,01,10,11,Time,Bz,mz
0,54.42919005480313,110.30633736752951,74.1143759416936,4761.150096635974,0.0,2.0,0.9181999999999999
1,54.1393611356197,210.1138942866732,166.37184733315266,4569.374897244555,0.9375,1.0053769008831717,0.8805999999999999
2,83.64621830812926,266.8758277862273,253.122036527915,4396.3559173777285,1.875,0.7276186686073227,0.8408
3,85.62844736376977,304.46014590789633,300.1485061879121,4309.7629005404215,2.8125,0.5950203143607911,0.8233999999999999
4,98.50376871273903,362.71887573192754,348.53179654159374,4190.24555901374,3.75,0.5160282361760397,0.7974
5,130.4146879305441,426.3506455312669,404.3446512249918,4038.8900153131967,4.6875,0.4626328567871872,0.7614
6,154.18782467701905,426.8963910183419,436.5749659962459,3982.3408183083934,5.625,0.42338780895260075,0.7455999999999999
7,144.2602424511117,558.9470312406083,475.36731405932466,3821.4254122489556,6.5625,0.3927257535104176,0.716
8,165.78887918391865,580.8507487018541,578.1936324872363,3675.166739626991,7.5,0.3676107271500483,0.6829999999999999
9,197.34447405765454,674.3661276454658,638.5072483358466,3489.782149961033,8.4375,0.3462164585834849,0.6404000000000001
10,215.8606130390021,726.6248168251464,789.274329752979,3268.240240382873,9.375,0.3273859484211646,0.5932000000000001
11,221.33097209383055,863.2272587800053,947.1947287009014,2968.247040425263,10.3125,0.31031652317970976,0.5332
12,233.82820004388304,1087.973778561966,980.0205458746099,2698.177475519541,11.25,0.29443848438020886,0.4778
13,239.07899966510846,1184.1413880548848,1110.5469860727628,2466.2326262072434,12.1875,0.2793007579816789,0.4312
14,284.8847196626125,1320.3277575052584,1204.578983409319,2190.2085394228106,13.125,0.26452019917806163,0.368
15,297.7562156595447,1418.951161219081,1365.1867061440712,1918.1059169773027,14.0625,0.2497562817975381,0.312
16,349.51081111196237,1484.0336698501662,1444.939561273648,1721.5159577642232,15.0,0.2346664464503505,0.2632
17,367.3831490987191,1598.2921829134596,1529.213325722591,1505.1113422652302,15.9375,0.21888186913538385,0.2172
18,437.6541373228316,1623.975046294982,1751.3722022017887,1186.9986141803981,16.875,0.2019441589327732,0.14079999999999998
19,419.04024659391825,1745.4352942535988,1769.288434669168,1066.2360244833148,17.8125,0.18329771568821743,0.1208
20,434.2825484056972,1843.267517253658,1767.4769872814338,954.9729470592114,18.75,0.16215093369853073,0.096
21,408.2104792091848,1929.2307711613867,1835.6049792135989,826.9537704158294,19.6875,0.13736261855378665,0.07599999999999998
22,551.0341862235775,1818.7236294394945,1883.7960978531814,746.4460864837467,20.625,0.1071350656659372,0.032
23,570.584532046156,1924.5512271804103,1858.3150526310883,646.5491881423446,21.5625,0.06851034518499709,0.00860000000000001
24,637.2208090304415,1789.5229967435741,1881.9231087420947,691.3330854838891,22.5,0.01667558452112113,0.004200000000000009
